Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Vote_Share_Percentage,Margin_Percentage,rural_per
2012,77,4,SATHAWARA  HARISH DAMJI DHARAVIYA,IND,2315,JAMNAGAR RURAL,1.71,0.23,86.86136257
2012,77,5,LOKHIL MANUBHAI RANABHAI,IND,2002,JAMNAGAR RURAL,1.48,0.36,86.86136257
2012,77,6,RATHOD JADAVJI JIVABHAI,CPM,1518,JAMNAGAR RURAL,1.12,0.04,86.86136257
2012,77,7,SANGHAR ISHAK OSMANBHAI,IND,1459,JAMNAGAR RURAL,1.08,0.11,86.86136257
2012,77,8,KUNDARIA PRANJIVAN MOHANBHAI,GPP,1310,JAMNAGAR RURAL,0.97,0.3,86.86136257
2012,77,9,SAIYAD ABDUL KADAR HUSAIN,SP,901,JAMNAGAR RURAL,0.67,0.14,86.86136257
2012,77,10,PARMAR BHURALAL MEGHJIBHAI,IND,715,JAMNAGAR RURAL,0.53,0.11,86.86136257
2012,77,11,DALIT DIPAK JASHUBHAI,IND,571,JAMNAGAR RURAL,0.42,0.03,86.86136257
2012,77,12,NUTYAR BAVLABHAI HARUNBHAI,RKEP,531,JAMNAGAR RURAL,0.39,0.12,86.86136257
2012,77,13,KAKAL HASAM JAKU,IND,367,JAMNAGAR RURAL,0.27,0,86.86136257
2012,77,14,CHAUHAN VANITABEN ASHOKBHAI,IND,365,JAMNAGAR RURAL,0.27,0.05,86.86136257
2012,77,15,KANANI SHITALKUMAR VELJIBHAI,IND,296,JAMNAGAR RURAL,0.22,0.04,86.86136257
2012,77,16,MANEK HUSAIN KASAM,RPI(A),248,JAMNAGAR RURAL,0.18,0,86.86136257
2012,78,1,JADEJA DHARMENDRASINH MERUBHA (HAKUBHA JADEJA),INC,61642,JAMNAGAR NORTH,50.54,7.75,0
2012,78,2,BERA MULUBHAI HARDASBHAI,BJP,52194,JAMNAGAR NORTH,42.79,40.91,0
2012,78,3,SODHA SALIMBHAI NURMAMADBHAI,IND,2297,JAMNAGAR NORTH,1.88,0.37,0
2012,78,4,BHAGVAT NARESHKUMAR HIRJIBHAI (MATANG),BSP,1849,JAMNAGAR NORTH,1.52,0.57,0
2012,78,5,SODHA JUSAB ISHAK,IND,1154,JAMNAGAR NORTH,0.95,0.03,0
2012,78,6,NAKUM PRAVINBHAI DHANJIBHAI (SATVARA),GPP,1118,JAMNAGAR NORTH,0.92,0.52,0
2012,78,7,RAVJIBHAI HAKUBHAI MERIYA,IND,487,JAMNAGAR NORTH,0.4,0.2,0
2012,78,8,PANDYA CHIRAG HARIOMBHAI,IND,239,JAMNAGAR NORTH,0.2,0.01,0
2012,78,9,DHARVIYA DAYALBHAI AMBABHAI (DAYALBHAI SATVAR),IND,229,JAMNAGAR NORTH,0.19,0,0
2012,78,10,DARJADA KASAMBHAI NURMAMADBHAI,RKEP,223,JAMNAGAR NORTH,0.18,0.02,0
2012,78,11,BELIM ASIFBHAI KARIMBHAI,LoRP,197,JAMNAGAR NORTH,0.16,0.01,0
2012,78,12,PARMAR RAMABEN MAVJIBHAI,IND,187,JAMNAGAR NORTH,0.15,0.02,0
2012,78,13,GOHIL VIJAY JETHABHAI,IND,161,JAMNAGAR NORTH,0.13,0,0
2012,79,1,TRIVEDI VASUBEN NARENDRABHAI,BJP,55894,JAMNAGAR SOUTH,46.16,2.36,0
2012,79,2,LAL JITENDRA HARIDAS (JITU LAL),INC,53032,JAMNAGAR SOUTH,43.8,39.05,0
2012,79,3,SABHAYA TULSHIBHAI MAVJIBHAI,GPP,5747,JAMNAGAR SOUTH,4.75,2.89,0
2012,79,4,KHAFI ASHRAF JUMMABHAI,SP,2251,JAMNAGAR SOUTH,1.86,0.35,0
2012,79,5,HEMANT AATMARAM BHADRA,IND,1830,JAMNAGAR SOUTH,1.51,0.87,0
2012,79,6,SONAGRA DINESH DHANJIBHAI,IND,775,JAMNAGAR SOUTH,0.64,0.36,0
2012,79,7,KHAFI SALIM YUSUFBHAI,IND,343,JAMNAGAR SOUTH,0.28,0.05,0
2012,79,8,RATHOD SHAILESH HARISHBHAI,IND,283,JAMNAGAR SOUTH,0.23,0.02,0
2012,79,9,VIKRAMSINH BHAVSINH JETHWA,IND,262,JAMNAGAR SOUTH,0.22,0.05,0
2012,79,10,NARENDRABHAI CHANABHAI PARMAR,IND,199,JAMNAGAR SOUTH,0.16,0.03,0
2012,79,11,VEDANT PRITIBEN SHAILESHBHAI,JD(U),164,JAMNAGAR SOUTH,0.14,0.03,0
2012,79,12,GOHIL KAILASHBHAI KHIMJIBHAI,IND,127,JAMNAGAR SOUTH,0.1,0.03,0
2012,79,13,KHIRA JUMA NURMAMAD,IND,89,JAMNAGAR SOUTH,0.07,0,0
2012,79,14,DAVE CHETAN JAYSUKHLAL,IND,83,JAMNAGAR SOUTH,0.07,0,0
2012,80,1,SHAPRIYA CHIMANBHAI DHARAMSHIBHAI,BJP,75395,JAMJODHPUR,55.45,20.73,90.56004608
2012,80,2,AHIR HARDAS KARSHAN KHAVA,INC,47204,JAMJODHPUR,34.72,29.92,90.56004608
2012,80,3,PRAVINBHAI KANJIBHAI TADA,GPP,6527,JAMJODHPUR,4.8,2.83,90.56004608
2012,80,4,RATHOD HASMUKHBHAI CHHAGANBHAI,IND,2679,JAMJODHPUR,1.97,0.57,90.56004608
2012,80,5,PRAVINBHAI VALLABHBHAI NARIYA,IND,1904,JAMJODHPUR,1.4,0.96,90.56004608
2012,80,6,KHAN SAHADATRAZA INAYATRAZA,IND,593,JAMJODHPUR,0.44,0.02,90.56004608
2012,80,7,ISHAK SIDIK SHAMA,IND,560,JAMJODHPUR,0.41,0.1,90.56004608
2012,80,8,ABBASBHAI IBRAHIMBHAI NOYDA,IND,423,JAMJODHPUR,0.31,0.02,90.56004608
2012,80,9,IBRAHIM SUMARBHAI VIDHANI,IND,397,JAMJODHPUR,0.29,0.08,90.56004608
2012,80,10,IKBALBHAI SALEMANBHAI UDHECHA,IND,287,JAMJODHPUR,0.21,0,90.56004608
2012,81,1,POONAMBEN HEMATBHAI MADAM,BJP,79087,KHAMBHALIA,50.13,24.33,67.98159567
2012,81,2,AHIR EBHA KARSAN KARMUR,INC,40705,KHAMBHALIA,25.8,15.81,67.98159567
2012,81,3,NAKUM LALJI DEVSI,GPP,15765,KHAMBHALIA,9.99,6.58,67.98159567
2012,81,4,BHOKAL KASAMBHAI ABUBHAI,RLD,5379,KHAMBHALIA,3.41,0.5,67.98159567
2012,81,5,JAFARBHAI JUSABBHAI DODEPAUTRA(KOTAI),BSP,4583,KHAMBHALIA,2.9,1.21,67.98159567
2012,81,6,SAMA MUSA SUVALIBHAI,IND,2680,KHAMBHALIA,1.7,0.15,67.98159567
2012,81,7,SAGAR HIRABHAI KHIMABHAI PIPROTAR,IND,2438,KHAMBHALIA,1.55,0.56,67.98159567
2012,81,8,BHAGAD ISHAK ABDUL,IND,1551,KHAMBHALIA,0.98,0.09,67.98159567
2012,81,9,JOD VALA DAYA,IND,1414,KHAMBHALIA,0.9,0.37,67.98159567
2012,81,10,BHANUBEN MANSHUR KHARA,IND,824,KHAMBHALIA,0.52,0.09,67.98159567
2012,81,11,NARSHI GORDHAN PARMAR,IND,675,KHAMBHALIA,0.43,0,67.98159567
2012,81,12,PALANI ALI ISHAQ,IND,674,KHAMBHALIA,0.43,0.12,67.98159567
2012,81,13,KARA ALI JAKUB,IND,488,KHAMBHALIA,0.31,0.03,67.98159567
2012,81,14,ANWAR UMAR JOKHIYA,IND,434,KHAMBHALIA,0.28,0.03,67.98159567
2012,81,15,CHAVDA ASHOKBHAI NATHABHAI,IND,382,KHAMBHALIA,0.24,0.02,67.98159567
2012,81,16,KHERAJBHAI JASHABHAI GORADIYA,IND,345,KHAMBHALIA,0.22,0,67.98159567
2012,81,17,JITESH BABUBHAI RATHOD,IND,340,KHAMBHALIA,0.22,0,67.98159567
2012,82,1,PABUBHA VIRAMBHA MANEK,BJP,70062,DWARKA,47.23,3.79,64.73132283
2012,82,2,AHIR KANDORIYA MULUBHAI RANMALBHAI,INC,64446,DWARKA,43.44,40.72,64.73132283
2012,82,3,SUMANIYA PATRAMALBHA BALUBHA,IND,4037,DWARKA,2.72,0.98,64.73132283
2012,82,4,RATHOD VALIBEN KAMABHAI,IND,2582,DWARKA,1.74,0.47,64.73132283
2012,82,5,SONAGARA JENTILAL VASHARAM,GPP,1879,DWARKA,1.27,0.4,64.73132283
2012,82,6,GOJIYA DEVAANANDBHAI RANMALBHAI,IND,1279,DWARKA,0.86,0.16,64.73132283
2012,82,7,SAMA MOHMADHUSSAIN SULEMAN,BSP,1048,DWARKA,0.71,0.29,64.73132283
2012,82,8,MADAM MAYURBHAI GHELUBHAI,IND,621,DWARKA,0.42,0.06,64.73132283
2012,82,9,BHATT ATULBHAI RATILAL,IND,529,DWARKA,0.36,0.09,64.73132283
2012,82,10,BHIMABHAI GANGABHAI GORADIYA,IND,401,DWARKA,0.27,0.04,64.73132283
2012,82,11,BHAGVANJI HEMRAJ THOBHANI,IND,347,DWARKA,0.23,0.05,64.73132283
2012,82,12,BHARATBHAI DWARKADAS DHOKAI,JD(U),274,DWARKA,0.18,0,64.73132283
2012,82,13,DILIP AMARDAS KAPDI,IND,269,DWARKA,0.18,0.04,64.73132283
2012,82,14,PARMAR JETABHAI SAVJIBHAI,IND,215,DWARKA,0.14,0.02,64.73132283
2012,82,15,GOJIYA KUMBHABHAI RAMDEBHAI,IND,183,DWARKA,0.12,0,64.73132283
2012,82,16,NAKUM CHHAGANBHAI KANABHAI,IND,177,DWARKA,0.12,0,64.73132283
2012,83,1,BABUBHAI BHIMABHAI BOKHIRIA,BJP,77604,PORBANDAR,53.17,11.75,30.47323641
2012,83,2,ARJUNBHAI DEVABHAI MODHAVADIYA,INC,60458,PORBANDAR,41.42,39.89,30.47323641
2012,83,3,ROHIT PATEL,IND,2233,PORBANDAR,1.53,0.09,30.47323641
2012,83,4,ODEDARA MOHANBHAI LILABHAI,BSP,2099,PORBANDAR,1.44,0.64,30.47323641
2012,83,5,PANDYA RAJESH GAURISHANKAR,GPP,1166,PORBANDAR,0.8,0.13,30.47323641
2012,83,6,G.R. TUKADIA,IND,981,PORBANDAR,0.67,0.15,30.47323641
2012,83,7,RAJESH KARSHANBHAI POSTARIYA,IND,762,PORBANDAR,0.52,0.07,30.47323641
2012,83,8,GODHANIYA HARISH ARSHI,IND,654,PORBANDAR,0.45,0,30.47323641
2012,84,1,KANDHAL SARMANBHAI JADEJA,NCP,61416,KUTIYANA,53.28,16.03,74.92336484
2012,84,2,ODEDARA KARSHANBHAI DULABHAI,BJP,42942,KUTIYANA,37.25,34.47,74.92336484
2012,84,3,BHARAT MALDE KHUNTI,IND,3205,KUTIYANA,2.78,1.11,74.92336484
2012,84,4,BUTANI RAJESHBHAI MAGANBHAI,IND,1931,KUTIYANA,1.68,0.29,74.92336484
2012,84,5,POPAT GOVA CHANCHIYA,BSP,1598,KUTIYANA,1.39,0.55,74.92336484
2012,84,6,HIRABHAI GOGANBHAI KARMATA (RABARI),GPP,965,KUTIYANA,0.84,0.2,74.92336484
2012,84,7,KODIYATAR BHIKHANBHAI SAMATBHAI,IND,738,KUTIYANA,0.64,0.08,74.92336484
2012,84,8,JAYDEEP ARJUNBHAI ODEDARA,SP,644,KUTIYANA,0.56,0.08,74.92336484
2012,84,9,JOSHI HARISHBHAI LILADHAR,IND,548,KUTIYANA,0.48,0.07,74.92336484
2012,84,10,KADEGIYA GANGABHAI KANABHAI,IND,471,KUTIYANA,0.41,0.05,74.92336484
2012,84,11,DER PRAKASHBHAI JETHABHAI,IND,408,KUTIYANA,0.35,0,74.92336484
2012,84,12,KANARA KHIMANANDBHAI KACHARABHAI,IND,406,KUTIYANA,0.35,0,74.92336484
2012,85,1,CHAVDA JAWAHARBHAI PETHALAJIBHAI,INC,72879,MANAVADAR,45.81,2.77,80.21675359
2012,85,2,RATIBHAI GORDHANBHAI SUREJA,BJP,68477,MANAVADAR,43.04,36.14,80.21675359
2012,85,3,DINESHBHAI LALJIBHAI KACHA,GPP,10985,MANAVADAR,6.9,5.15,80.21675359
2012,85,4,SIDA AMADBHAI TAIYABBHAI,IND,2788,MANAVADAR,1.75,0.87,80.21675359
2012,85,5,VANVI HITENDRABHAI DEVJIBHAI,IND,1407,MANAVADAR,0.88,0.27,80.21675359
2012,85,6,CHANDANI YUNUS ADREMANBHAI,LJP,978,MANAVADAR,0.61,0.23,80.21675359
2012,85,7,PANSURIYA JIVRAJBHAI BHOVANBHAI,IND,610,MANAVADAR,0.38,0.05,80.21675359
2012,85,8,DAL HUSENBHAI ALIBHAI,SP,527,MANAVADAR,0.33,0.05,80.21675359
2012,85,9,SOJITRA NARENDRABHAI BABUBHAI,JD(U),446,MANAVADAR,0.28,0,80.21675359
2012,86,1,MASHRU MAHENDRABHAI LILADHARBHAI,BJP,66669,JUNAGADH,46.48,9.62,10.47069586
2012,86,2,JOSHI BHIKHABHAI GALABHAI,INC,52873,JUNAGADH,36.86,25.44,10.47069586
2012,86,3,LALITBHAI BHIMAJIBHAI SUVAGIYA,GPP,16386,JUNAGADH,11.42,9.1,10.47069586
2012,86,4,HASMUKHBHAI MADHAVAJIBHAI KHERALA,IND,3338,JUNAGADH,2.33,1.46,10.47069586
2012,86,5,SUMARA ARAB HASAM,BSP,1247,JUNAGADH,0.87,0.36,10.47069586
2012,86,6,SORATHIYA ABDULMAJID ALIMAHMAD,IND,737,JUNAGADH,0.51,0.04,10.47069586
2012,86,7,MARU CHETANBHAI RAMESHBHAI,IND,673,JUNAGADH,0.47,0.15,10.47069586
2012,86,8,KARIYA DHIRENBHAI AMRUTLAL,SP,462,JUNAGADH,0.32,0.06,10.47069586
2012,86,9,RAVALIYA ASHVINBHAI SARMANBHAI,HND,374,JUNAGADH,0.26,0.01,10.47069586
2012,86,10,JOSHI SHITALBEN PRADYUMANBHAI,JD(U),365,JUNAGADH,0.25,0.03,10.47069586
2012,86,11,DILIPBHAI NATHABHAI MAKWANA,IND,325,JUNAGADH,0.23,0,10.47069586
2012,87,1,KESHUBHAI SAVDASBHAI PATEL,GPP,85967,VISAVADAR,57.8,28.37,91.67356185
2012,87,2,BHALALA KANUBHAI MEPABHAI,BJP,43781,VISAVADAR,29.44,27.18,91.67356185
2012,87,3,VINODBHAI BACHUBHAI KADIVAR,CPM,3364,VISAVADAR,2.26,0.28,91.67356185
2012,87,4,GAL DILIP DEVASHIBHAI,BSP,2948,VISAVADAR,1.98,0.09,91.67356185
2012,87,5,SORATHIYA ALPESHBHAI RAMESHBHAI,IND,2808,VISAVADAR,1.89,0.76,91.67356185
2012,87,6,CHOTALIYA DHIRUBHAI HIRJIBHAI,IND,1684,VISAVADAR,1.13,0.03,91.67356185
2012,87,7,KUNJADIYA VALLABHBHAI RAMBHAI,ABMSD,1642,VISAVADAR,1.1,0,91.67356185
2012,87,8,CHAUHAN SULTANBHAI MIRAJIBHAI,IND,1637,VISAVADAR,1.1,0.16,91.67356185
2012,87,9,BHATT DINESHBHAI MANSUKHBHAI,IND,1396,VISAVADAR,0.94,0.04,91.67356185
2012,87,10,SHAMJIBHAI SHAMBHUBHAI GAJIPARA (ADVOCATE),IND,1331,VISAVADAR,0.89,0.14,91.67356185
2012,87,11,MAKWANA VAJUBHAI RUDABHAI,IND,1127,VISAVADAR,0.76,0.06,91.67356185
2012,87,12,GONDALIYA BHARATBHAI RAVJIBHAI,IND,1036,VISAVADAR,0.7,0,91.67356185
2012,88,1,ARVINDBHAI KESHAVBHAI LADANI,BJP,53772,KESHOD,40.18,5.93,73.77
2012,88,2,KOTADIYA MAGANBHAI KARSHANBHAI,INC,45835,KESHOD,34.25,15.2,73.77
2012,88,3,CHUDASAMA MERAMANBHAI ARASHIBHAI,GPP,25499,KESHOD,19.05,17.09,73.77
2012,88,4,PANDYA AJAYKUMAR NAUTAMLAL,IND,2623,KESHOD,1.96,0.36,73.77
2012,88,5,CHAVDA SURAJKUMAR DIPAKBHAI,BSP,2146,KESHOD,1.6,0.18,73.77
2012,88,6,CHHAYA RAMESHBHAI MULJIBHAI,IND,1903,KESHOD,1.42,0.75,73.77
2012,88,7,GOHEL ARUNBHAI GOVINDBHAI,HND,895,KESHOD,0.67,0.18,73.77
2012,88,8,JOTVA ARJANBHAI RAMBHAI,SP,656,KESHOD,0.49,0.12,73.77
2012,88,9,AJAYBHAI UMEDBHAI KOTAK,IND,501,KESHOD,0.37,0,73.77
2012,89,1,CHUDASAMA RAJESHBHAI NARANBHAI,BJP,68452,MANGROL,53.28,12.23,66.6547704
2012,89,2,DR. CHUDASAMA CHANDRIKABEN KANJIBHAI,INC,52738,MANGROL,41.05,38.85,66.6547704
2012,89,3,SAIYAD ALTAF HUSEN ABDULLAMIYA,IND,2828,MANGROL,2.2,0.86,66.6547704
2012,89,4,MORI MANIBEN NATHABHAI,BSP,1721,MANGROL,1.34,0.31,66.6547704
2012,89,5,CHAND MOHAMADYUSUF UMARBHAI,IND,1328,MANGROL,1.03,0.58,66.6547704
2012,89,6,CHUDASAMA HIRABHAI MASHRIBHAI,IND,589,MANGROL,0.46,0.11,66.6547704
2012,89,7,GANDHARA MUSTAKBHAI JANIBHAI,IND,444,MANGROL,0.35,0.05,66.6547704
2012,89,8,DAL IBRAHIMBHAI BODUBHAI,SP,375,MANGROL,0.29,0,66.6547704
2012,90,1,BARAD JASHUBHAI DHANABHAI,INC,56701,SOMNATH,35.94,1.33,42.38709797
2012,90,2,JOTVA RAJSIBHAI VIRABHAI,BJP,54605,SOMNATH,34.61,19.77,42.38709797
2012,90,3,VALA JAGMALBHAI JADAVBHAI,IND,23417,SOMNATH,14.84,8.6,42.38709797
2012,90,4,GOHEL NARENDRAKUMAR (RAVI) KANJIBHAI,IND,9842,SOMNATH,6.24,3.83,42.38709797
2012,90,5,SOLANKI PRADIPSINH M.,IND,3792,SOMNATH,2.4,0.51,42.38709797
2012,90,6,PARMAR RAJABHAI PARBATBHAI,BSP,2991,SOMNATH,1.9,0.69,42.38709797
2012,90,7,SUMARA HUSENBHAI MIRAJIBHAI,IND,1895,SOMNATH,1.2,0.47,42.38709797
2012,90,8,SIDA IQBAL KASAMBHAI,SP,1156,SOMNATH,0.73,0.16,42.38709797
2012,90,9,RUDHANI SATISHKUMAR TULSIDAS,IND,897,SOMNATH,0.57,0.17,42.38709797
2012,90,10,UMESHBHAI CHAMPAKBHAI PATEL,IND,631,SOMNATH,0.4,0.02,42.38709797
2012,90,11,CHUDASAMA HIRABHAI MASRIBHAI,IND,607,SOMNATH,0.38,0.05,42.38709797
2012,90,12,GADHIYA YUSUFBHAI ADAMBHAI,IND,522,SOMNATH,0.33,0.07,42.38709797
2012,90,13,GADHIYA GULAMSHABBIR HAJIIBRAHIM,IND,405,SOMNATH,0.26,0.07,42.38709797
2012,90,14,ABHANI MATHURDAS VRUJLAL,IND,299,SOMNATH,0.19,0,42.38709797
2012,91,1,JASHUBHAI DHANABHAI BARAD,INC,62722,TALALA,44.45,1.05,83.00606052
2012,91,2,PARMAR GOVINDBHAI VARJANGBHAI,BJP,61244,TALALA,43.41,35.89,83.00606052
2012,91,3,NATHUBHAI KANABHAI KAMALIYA,GPP,10599,TALALA,7.51,5.37,83.00606052
2012,91,4,VAJA RAMBHAI GIGABHAI,BSP,3017,TALALA,2.14,0.49,83.00606052
2012,91,5,MAJGUL ABDUL ISMAL,IND,2320,TALALA,1.64,0.8,83.00606052
2012,91,6,DAKI JAYSUKHLAL JADAVBHAI,IND,1196,TALALA,0.85,0,83.00606052
2012,92,1,SOLANKI JETHABHAI DANABHAI,BJP,63319,KODINAR,48.81,6.53,85.77
2012,92,2,MOHANBHAI MALABHAI VALA,INC,54842,KODINAR,42.28,40.11,85.77
2012,92,3,SOSA RAMJI GANGABHAI,IND,2812,KODINAR,2.17,0.01,85.77
2012,92,4,RAVJIBHAI MEGHABHAI VINZUDA,BSP,2800,KODINAR,2.16,0.15,85.77
2012,92,5,DIGANTBHAI MALABHAI VADHEL,GPP,2602,KODINAR,2.01,0.92,85.77
2012,92,6,VADHEL CHHAGANBHAI GOVINDBHAI,IND,1405,KODINAR,1.08,0.15,85.77
2012,92,7,VADHEL MALABHAI TEJABHAI,IND,1204,KODINAR,0.93,0.36,85.77
2012,92,8,RATHOD SAMJIBHAI MANGALBHAI,IND,738,KODINAR,0.57,0,85.77
2012,93,1,VANSH PUNJABHAI BHIMABHAI,INC,69824,UNA,47.16,5.07,82.03135793
2012,93,2,KALUBHAI CHANABHAI RATHOD,BJP,62317,UNA,42.09,37.74,82.03135793
2012,93,3,PARSOTAMBHAI HARIBHAI THUMAR,GPP,6441,UNA,4.35,1.77,82.03135793
2012,93,4,BHANDERI MAGANBHAI NANUBHAI,IND,3820,UNA,2.58,0.66,82.03135793
2012,93,5,CHAUHAN BHANJIBHAI SAJANBHAI,BSP,2836,UNA,1.92,0.01,82.03135793
2012,93,6,KATARIYA NARANBHAI SARMANBHAI,SP,2827,UNA,1.91,0,82.03135793
2012,94,1,KOTADIYA NALINBHAI NANJIBHAI,GPP,41516,DHARI,31.78,1.21,80.8866973
2012,94,2,KOKILABEN JAYSUKHBHAI KAKADIYA,INC,39941,DHARI,30.58,0.75,80.8866973
2012,94,3,BHUVA MANSUKHBHAI PANCHABHAI,BJP,38966,DHARI,29.83,27.65,80.8866973
2012,94,4,SURESHBHAI HIMMATBHAI SONDIGLA,IND,2853,DHARI,2.18,0.75,80.8866973
2012,94,5,MAHETA PRAFULBHAI TRIBHOVANBHAI,IND,1870,DHARI,1.43,0.1,80.8866973
2012,94,6,BHUVA PARSHOTAMBHAI BABUBHAI,IND,1734,DHARI,1.33,0.3,80.8866973
2012,94,7,NAINUJI KIRITKUMAR BABULAL,BSP,1342,DHARI,1.03,0.33,80.8866973
2012,94,8,MAKWANA POONAMGAURI RAMESHKUMAR,LJP,909,DHARI,0.7,0.04,80.8866973
2012,94,9,RAIYANI DINESHBHAI MAGANBHAI,IND,856,DHARI,0.66,0.17,80.8866973
2012,94,10,KANUBHAI SHAMBHUBHAI SURANIYA,IND,639,DHARI,0.49,0,80.8866973
2012,95,1,PARESH DHANANI,INC,86583,AMRELI,50.93,17.58,65.11544694
2012,95,2,DILEEP SANGHANI,BJP,56690,AMRELI,33.35,23.67,65.11544694
2012,95,3,HIRPARA PRAGAJIBHAI MADHABHAI,GPP,16454,AMRELI,9.68,7.89,65.11544694
2012,95,4,HASMUKHBHAI BHIMJIBHAI KABARIYA,IND,3037,AMRELI,1.79,0.28,65.11544694
2012,95,5,SUKHADIYA NATHABHAI VALLABHBHAI,IND,2553,AMRELI,1.5,0.76,65.11544694
2012,95,6,BHASKAR HARSURBHAI UKABHAI,BSP,1256,AMRELI,0.74,0.17,65.11544694
2012,95,7,KISHORBHAI DHANJIBHAI VEKARIYA,IND,966,AMRELI,0.57,0.16,65.11544694
2012,95,8,MAKWANA VARUNBHAI KALUBHAI,RSP(S),702,AMRELI,0.41,0.05,65.11544694
2012,95,9,SOLANKI REKHABEN KASHYAPBHAI,JD(U),613,AMRELI,0.36,0.12,65.11544694
2012,95,10,BHARATBHAI MAVAJIBHAI PATOLIYA,IND,406,AMRELI,0.24,0.01,65.11544694
2012,95,11,KOTHIYA HASMUKHBHAI MEGHAJIBHAI,IND,394,AMRELI,0.23,0.02,65.11544694
2012,95,12,DILIP NANUBHAI,IND,353,AMRELI,0.21,0,65.11544694
2012,96,1,BAVKUBHAI NATHABHAI UNDHAD,INC,48793,LATHI,37.36,2.12,77.11030122
2012,96,2,KHOKHARIYA VALAJIBHAI NANAJIBHAI,BJP,46029,LATHI,35.24,25.29,77.11030122
2012,96,3,HARJIBHAI NAROLA,GPP,13004,LATHI,9.96,1.4,77.11030122
2012,96,4,NAGANI VINODBHAI PRAGAJIBHAI,IND,11177,LATHI,8.56,5.65,77.11030122
2012,96,5,M.D. (BHANUBHAI) MANJARIYA,IND,3795,LATHI,2.91,0.04,77.11030122
2012,96,6,LALBHAI BODAR,IND,3747,LATHI,2.87,1.87,77.11030122
2012,96,7,HELAIYA MAYUR KESHAVBHAI,RSP(S),1307,LATHI,1,0.06,77.11030122
2012,96,8,MAKAWANA KESHUBHAI NARANBHAI,BSP,1226,LATHI,0.94,0.17,77.11030122
2012,96,9,NAROLA HITESHBHAI MAGANBHAI,IND,1001,LATHI,0.77,0.36,77.11030122
2012,96,10,J.R. PARMAR,RPI(A),525,LATHI,0.4,0,77.11030122
2012,97,1,VAGHASIYA VALLABHBHAI VASHARAMBHAI (V.V.VAGHASIYA),BJP,37246,SAVARKUNDLA,28.32,1.81,70.2
2012,97,2,PRATAP DUDHAT,INC,34862,SAVARKUNDLA,26.51,15.47,70.2
2012,97,3,KALUBHAI VIRANI,IND,14517,SAVARKUNDLA,11.04,0.31,70.2
2012,97,4,MAHESHBHAI SUDANI,GPP,14107,SAVARKUNDLA,10.73,0.15,70.2
2012,97,5,ZANZAVADIA VALLABHBHAI BHIMABHAI,IND,13908,SAVARKUNDLA,10.58,3.32,70.2
2012,97,6,VICHHIYA SHIVRAJBHAI RAMBHAI (MUNABHAI RABARIKA),IND,9547,SAVARKUNDLA,7.26,4.33,70.2
2012,97,7,SAIYAD MAHAMADBHAI HUSENBHAI,IND,3853,SAVARKUNDLA,2.93,1.49,70.2
2012,97,8,BAGDA ARVINDBHAI DANJIBHAI (BAGDABHAI),BSP,1895,SAVARKUNDLA,1.44,0.25,70.2
2012,97,9,VALODARA VAJUBHAI JIVABHAI,IND,1561,SAVARKUNDLA,1.19,0,70.2
2012,98,1,SOLANKI HIRABHAI ODHAVJIBHAI,BJP,75447,RAJULA,50.68,12.57,80.14107171
2012,98,2,BABUBHAI RAMBHAI RAM,INC,56737,RAJULA,38.11,35.9,80.14107171
2012,98,3,PARMAR RAVJIBHAI SAVJIBHAI,GPP,3302,RAJULA,2.22,0.19,80.14107171
2012,98,4,LADUMOR ARVINDBHAI KARSHANBHAI,IND,3014,RAJULA,2.02,0.29,80.14107171
2012,98,5,BABARIYA DIPAKBHAI RAMJIBHAI,BSP,2584,RAJULA,1.74,0.09,80.14107171
2012,98,6,RATHOD NAJABHAI AMARABHAI,IND,2451,RAJULA,1.65,0.01,80.14107171
2012,98,7,RAM BHAGWANBHAI JESABHAI,IND,2440,RAJULA,1.64,0.84,80.14107171
2012,98,8,CHAUHAN NARASHIBHAI DUDABHAI,IND,1187,RAJULA,0.8,0.15,80.14107171
2012,98,9,DHAKHADA CHAMPUBHAI DADABHAI,IND,967,RAJULA,0.65,0.16,80.14107171
2012,98,10,GAUSWAMI ARVINDGIRI BABUGIRI,IND,730,RAJULA,0.49,0,80.14107171
2012,99,1,MAKWANA BHAVANABEN RAGHAVBHAI,BJP,57498,MAHUVA,47.28,23.31,64.10659934
2012,99,2,BHARATKUMAR BHASKARRAO THAKAR,IND,29146,MAHUVA,23.97,1.06,64.10659934
2012,99,3,MEHTA RAJBHAI JASHVANTBHAI,INC,27855,MAHUVA,22.91,19.97,64.10659934
2012,99,4,RAVJANI ARIFBHAI AKBARBHAI,IND,3572,MAHUVA,2.94,1.19,64.10659934
2012,99,5,MEHTA HARESH GULABRAY,GPP,2124,MAHUVA,1.75,0.59,64.10659934
2012,99,6,MER NILUBEN LAKHABHAI,LJP,1411,MAHUVA,1.16,0,64.10659934
2012,100,1,SHYAL BHARTIBEN DHIRUBHAI,BJP,66357,TALAJA,52.29,25.88,83.29
2012,100,2,SARVAIYA SANJAYSINH AJITSINH,INC,33513,TALAJA,26.41,13.91,83.29
2012,100,3,MANHARBHAI RAVJIBHAI BALDANIYA,IND,15859,TALAJA,12.5,9.75,83.29
2012,100,4,DHANDHLYA BHARATBHAI SANTOKRAMBHAI,BSP,3479,TALAJA,2.74,0.25,83.29
